mata_kuliah,jurusan,mean_gp,std_gp,median_gp,pct_a_or_above,pct_below_b,pct_fail,iqr_gp,mean_ips_takers,sample_count,difficulty_cluster,difficulty_rank,difficulty_label,difficulty_score
Bahasa Indonesia,Hukum,3.86551724137931,0.2881912337183735,4.0,0.896551724137931,0.0,0.0,0.0,3.86551724137931,29,1,0,sangat_mudah,0.0
Bahasa Indonesia,Ilmu Komunikasi,3.7578947368421054,0.3374239285218493,4.0,0.7894736842105263,0.02631578947368421,0.0,0.2999999999999998,3.7578947368421054,38,1,0,sangat_mudah,0.0
Bahasa Indonesia,Kedokteran,3.782608695652174,0.25163496995204543,3.7,0.9130434782608695,0.0,0.0,0.2999999999999998,3.782608695652174,23,1,0,sangat_mudah,0.0
Bahasa Indonesia,Manajemen,3.81,0.2550861923296542,4.0,0.9,0.0,0.0,0.2999999999999998,3.81,30,1,0,sangat_mudah,0.0
Bahasa Indonesia,Sistem Informasi,3.8,0.24791816116240123,4.0,0.8571428571428571,0.0,0.0,0.2999999999999998,3.8,42,1,0,sangat_mudah,0.0
Bahasa Indonesia,Teknik Elektro,3.688888888888889,0.33532736906558114,3.7,0.6388888888888888,0.0,0.0,0.7000000000000002,3.688888888888889,36,0,1,mudah,0.25
Bahasa Indonesia,Teknik Informatika,3.8210526315789473,0.24850429767895818,4.0,0.9473684210526315,0.0,0.0,0.2999999999999998,3.8210526315789473,19,1,0,sangat_mudah,0.0
Bahasa Indonesia,Teknik Mesin,3.7916666666666665,0.28424830949237917,4.0,0.7916666666666666,0.0,0.0,0.2999999999999998,3.7916666666666665,24,1,0,sangat_mudah,0.0
Bahasa Indonesia,Teknik Sipil,3.7708333333333335,0.2561914478881263,3.7,0.8333333333333334,0.0,0.0,0.2999999999999998,3.7708333333333335,24,1,0,sangat_mudah,0.0
Bahasa Inggris,Akuntansi,3.7304347826086954,0.44866953075296634,4.0,0.8260869565217391,0.08695652173913043,0.0,0.2999999999999998,3.7304347826086954,23,1,0,sangat_mudah,0.0
Bahasa Inggris,Biologi,3.672222222222222,0.4141689844887209,3.85,0.7222222222222222,0.0,0.0,0.6000000000000001,3.672222222222222,18,0,1,mudah,0.25
Bahasa Inggris,Farmasi,3.7625,0.33103373443401996,4.0,0.8,0.025,0.0,0.2999999999999998,3.7625,40,1,0,sangat_mudah,0.0
Bahasa Inggris,Hukum,3.779310344827586,0.2968637377951945,4.0,0.7586206896551724,0.0,0.0,0.2999999999999998,3.779310344827586,29,1,0,sangat_mudah,0.0
Bahasa Inggris,Ilmu Komunikasi,3.755813953488372,0.3640397189092442,4.0,0.7906976744186046,0.046511627906976744,0.0,0.2999999999999998,3.755813953488372,43,1,0,sangat_mudah,0.0
Bahasa Inggris,Kedokteran,3.7416666666666667,0.3006032582002059,3.7,0.7916666666666666,0.0,0.0,0.2999999999999998,3.7416666666666667,24,1,0,sangat_mudah,0.0
Bahasa Inggris,Manajemen,3.8241379310344827,0.22937052434526908,4.0,0.896551724137931,0.0,0.0,0.2999999999999998,3.8241379310344827,29,1,0,sangat_mudah,0.0
Bahasa Inggris,Sistem Informasi,3.7447368421052634,0.2956416461364987,3.85,0.7368421052631579,0.0,0.0,0.6000000000000001,3.7447368421052634,38,1,0,sangat_mudah,0.0
Bahasa Inggris,Teknik Elektro,3.7535714285714286,0.35011336032685914,4.0,0.7857142857142857,0.0,0.0,0.2999999999999998,3.7535714285714286,28,1,0,sangat_mudah,0.0
Bahasa Inggris,Teknik Informatika,3.7235294117647055,0.3072649747463618,3.7,0.7058823529411765,0.0,0.0,0.7000000000000002,3.7235294117647055,17,0,1,mudah,0.25
Bahasa Inggris,Teknik Mesin,3.7629629629629626,0.3607131271716627,4.0,0.7407407407407407,0.037037037037037035,0.0,0.5,3.7629629629629626,27,1,0,sangat_mudah,0.0
Bahasa Inggris,Teknik Sipil,3.8249999999999997,0.278583372892522,4.0,0.875,0.0,0.0,0.2999999999999998,3.8249999999999997,24,1,0,sangat_mudah,0.0
Basis Data,Sistem Informasi,3.5416666666666665,0.5770364065574665,3.7,0.5833333333333334,0.08333333333333333,0.0,0.7000000000000002,3.5416666666666665,24,0,1,mudah,0.25
Basis Data,Teknik Informatika,3.5700000000000003,0.557872944515346,3.7,0.7,0.1,0.0,0.6000000000000001,3.5700000000000003,10,0,1,mudah,0.25
Biokimia,Farmasi,3.0045454545454544,0.8774841052568162,3.15,0.36363636363636365,0.4090909090909091,0.0,1.625,3.0045454545454544,22,2,4,sangat_sulit,1.0
Biokimia,Kedokteran,2.7545454545454544,0.6758160050836861,2.7,0.18181818181818182,0.6363636363636364,0.0,0.8500000000000001,2.7545454545454544,11,2,4,sangat_sulit,1.0
Etika Profesi,Akuntansi,3.5833333333333335,0.38807996676723827,3.7,0.5833333333333334,0.0,0.0,0.7000000000000002,3.5833333333333335,12,0,1,mudah,0.25
Etika Profesi,Biologi,3.6,0.4516635916254486,3.65,0.5,0.0,0.0,0.7000000000000002,3.6,6,0,1,mudah,0.25
Etika Profesi,Farmasi,3.753333333333333,0.30674947122242624,4.0,0.7333333333333333,0.0,0.0,0.5,3.753333333333333,15,1,0,sangat_mudah,0.0
Etika Profesi,Hukum,3.5470588235294116,0.48491964161449413,3.7,0.5294117647058824,0.058823529411764705,0.0,1.0,3.5470588235294116,17,0,1,mudah,0.25
Etika Profesi,Ilmu Komunikasi,3.7952380952380955,0.37346511279661787,4.0,0.8095238095238095,0.0,0.0,0.2999999999999998,3.7952380952380955,21,1,0,sangat_mudah,0.0
Etika Profesi,Kedokteran,3.9181818181818184,0.14012980994907404,4.0,1.0,0.0,0.0,0.1499999999999999,3.9181818181818184,11,1,0,sangat_mudah,0.0
Etika Profesi,Manajemen,3.7210526315789476,0.3614460884472278,4.0,0.7368421052631579,0.0,0.0,0.5,3.7210526315789476,19,1,0,sangat_mudah,0.0
Etika Profesi,Sistem Informasi,3.75,0.33007176253210857,4.0,0.75,0.0,0.0,0.3999999999999999,3.75,20,1,0,sangat_mudah,0.0
Etika Profesi,Teknik Elektro,3.8058823529411767,0.3171564839225547,4.0,0.8235294117647058,0.0,0.0,0.2999999999999998,3.8058823529411767,17,1,0,sangat_mudah,0.0
Etika Profesi,Teknik Informatika,3.8818181818181823,0.22723636072680722,4.0,0.9090909090909091,0.0,0.0,0.1499999999999999,3.8818181818181823,11,1,0,sangat_mudah,0.0
Etika Profesi,Teknik Mesin,3.876923076923077,0.2166173513896727,4.0,0.9230769230769231,0.0,0.0,0.2999999999999998,3.876923076923077,13,1,0,sangat_mudah,0.0
Etika Profesi,Teknik Sipil,3.855555555555556,0.2455153310442706,4.0,0.8888888888888888,0.0,0.0,0.2999999999999998,3.855555555555556,9,1,0,sangat_mudah,0.0
Farmakologi,Farmasi,3.2409090909090907,0.6276631572436278,3.3,0.4090909090909091,0.3181818181818182,0.0,1.0,3.2409090909090907,22,2,4,sangat_sulit,1.0
Farmakologi,Kedokteran,3.3636363636363638,0.5731888471921401,3.3,0.45454545454545453,0.18181818181818182,0.0,0.8500000000000001,3.3636363636363638,11,3,3,sulit,0.75
Fisika,Sistem Informasi,3.7,0.3854496446637726,3.85,0.7272727272727273,0.045454545454545456,0.0,0.6000000000000001,3.7,22,0,1,mudah,0.25
Fisika,Teknik Elektro,3.4368421052631577,0.44498505132917976,3.7,0.5789473684210527,0.10526315789473684,0.0,0.7000000000000002,3.4368421052631577,19,0,1,mudah,0.25
Fisika,Teknik Informatika,3.5818181818181816,0.5844966754707538,3.7,0.7272727272727273,0.09090909090909091,0.0,0.5,3.5818181818181816,11,0,1,mudah,0.25
Fisika,Teknik Mesin,3.6538461538461537,0.350274617539307,3.7,0.7692307692307693,0.0,0.0,0.2999999999999998,3.6538461538461537,13,1,0,sangat_mudah,0.0
Fisika,Teknik Sipil,3.1399999999999997,0.5910442735813735,3.15,0.3,0.3,0.0,0.8249999999999997,3.1399999999999997,10,2,4,sangat_sulit,1.0
Fisika Dasar I,Sistem Informasi,3.547368421052632,0.5178678735960786,3.7,0.5789473684210527,0.15789473684210525,0.0,0.8500000000000001,3.547368421052632,19,0,1,mudah,0.25
Fisika Dasar I,Teknik Elektro,3.447058823529412,0.5756709640267863,3.3,0.47058823529411764,0.17647058823529413,0.0,0.7000000000000002,3.447058823529412,17,3,3,sulit,0.75
Fisika Dasar I,Teknik Informatika,3.7777777777777777,0.37675515184857716,4.0,0.7777777777777778,0.0,0.0,0.2999999999999998,3.7777777777777777,9,1,0,sangat_mudah,0.0
Fisika Dasar I,Teknik Mesin,3.7363636363636363,0.32946237197205763,3.7,0.8181818181818182,0.0,0.0,0.2999999999999998,3.7363636363636363,11,1,0,sangat_mudah,0.0
Fisika Dasar I,Teknik Sipil,3.6636363636363636,0.5296654175472045,4.0,0.7272727272727273,0.09090909090909091,0.0,0.5,3.6636363636363636,11,0,1,mudah,0.25
Fisika Dasar II,Sistem Informasi,3.35,0.6292474719475486,3.3,0.45454545454545453,0.13636363636363635,0.0,1.0,3.35,22,4,2,medium,0.5
Fisika Dasar II,Teknik Elektro,3.2666666666666666,0.5765248931147314,3.3,0.4,0.2,0.0,0.7000000000000002,3.2666666666666666,15,3,3,sulit,0.75
Fisika Dasar II,Teknik Informatika,3.233333333333333,0.6062177826491071,3.3,0.2222222222222222,0.2222222222222222,0.0,0.0,3.233333333333333,9,3,3,sulit,0.75
Fisika Dasar II,Teknik Mesin,3.358333333333333,0.546822778891984,3.3,0.4166666666666667,0.16666666666666666,0.0,0.7750000000000004,3.358333333333333,12,3,3,sulit,0.75
Fisika Dasar II,Teknik Sipil,3.2399999999999998,0.7290785661062568,3.15,0.4,0.2,0.0,0.9249999999999998,3.2399999999999998,10,2,4,sangat_sulit,1.0
Fisiologi,Farmasi,3.331578947368421,0.7265234045162904,3.3,0.42105263157894735,0.21052631578947367,0.0,0.8500000000000001,3.331578947368421,19,4,2,medium,0.5
Fisiologi,Kedokteran,3.2,0.6271629240742259,3.3,0.3,0.3,0.0,0.8249999999999997,3.2,10,2,4,sangat_sulit,1.0
Genetika,Biologi,3.8000000000000003,0.17320508075688767,3.7,1.0,0.0,0.0,0.1499999999999999,3.8000000000000003,3,1,0,sangat_mudah,0.0
Genetika,Farmasi,3.275,0.6475595210738031,3.3,0.4375,0.3125,0.0,1.0750000000000002,3.275,16,2,4,sangat_sulit,1.0
Genetika,Kedokteran,3.3615384615384616,0.5091470997960896,3.3,0.46153846153846156,0.15384615384615385,0.0,0.7000000000000002,3.3615384615384616,13,3,3,sulit,0.75
Grafika Komputer,Sistem Informasi,3.3111111111111113,0.5166508536479576,3.3,0.3333333333333333,0.2222222222222222,0.0,0.7000000000000002,3.3111111111111113,18,3,3,sulit,0.75
Grafika Komputer,Teknik Informatika,3.2363636363636363,0.5572660536453433,3.3,0.36363636363636365,0.18181818181818182,0.0,0.7000000000000002,3.2363636363636363,11,3,3,sulit,0.75
Hukum Perdata,Hukum,3.56,0.4322697570466189,3.7,0.6,0.06666666666666667,0.0,0.7000000000000002,3.56,15,0,1,mudah,0.25
Hukum Pidana,Hukum,3.26875,0.5186119294167204,3.3,0.3125,0.1875,0.0,0.7000000000000002,3.26875,16,3,3,sulit,0.75
Jaringan Komputer,Sistem Informasi,3.452631578947368,0.45991354387129907,3.3,0.42105263157894735,0.10526315789473684,0.0,0.8500000000000001,3.452631578947368,19,3,3,sulit,0.75
Jaringan Komputer,Teknik Informatika,3.6375,0.5604526232048012,3.7,0.875,0.125,0.0,0.2999999999999998,3.6375,8,0,1,mudah,0.25
Kalkulus I,Akuntansi,3.34,0.6310485101972924,3.5,0.5,0.3,0.0,1.1499999999999995,3.34,10,4,2,medium,0.5
Kalkulus I,Biologi,3.066666666666667,0.5099019513592785,3.3,0.1111111111111111,0.4444444444444444,0.0,0.5999999999999996,3.066666666666667,9,2,4,sangat_sulit,1.0
Kalkulus I,Manajemen,3.457142857142857,0.569364403678193,3.7,0.5714285714285714,0.14285714285714285,0.0,1.0,3.457142857142857,14,4,2,medium,0.5
Kalkulus I,Sistem Informasi,3.5090909090909093,0.5344414894333201,3.5,0.5,0.13636363636363635,0.0,0.7000000000000002,3.5090909090909093,22,4,2,medium,0.5
Kalkulus I,Teknik Elektro,3.34375,0.629252201691288,3.5,0.5,0.25,0.0,1.0750000000000002,3.34375,16,4,2,medium,0.5
Kalkulus I,Teknik Informatika,3.3899999999999997,0.5065131346328106,3.3,0.4,0.1,0.0,0.40000000000000036,3.3899999999999997,10,3,3,sulit,0.75
Kalkulus I,Teknik Mesin,3.4785714285714286,0.6459085091542007,3.7,0.6428571428571429,0.14285714285714285,0.0,0.7000000000000002,3.4785714285714286,14,4,2,medium,0.5
Kalkulus I,Teknik Sipil,3.5700000000000003,0.3945461527713414,3.7,0.6,0.0,0.0,0.625,3.5700000000000003,10,0,1,mudah,0.25
Kalkulus II,Akuntansi,3.309090909090909,0.6410219114110616,3.3,0.45454545454545453,0.18181818181818182,0.0,0.8500000000000001,3.309090909090909,11,4,2,medium,0.5
Kalkulus II,Biologi,3.022222222222222,0.7529571332051013,3.0,0.3333333333333333,0.4444444444444444,0.0,1.4000000000000004,3.022222222222222,9,2,4,sangat_sulit,1.0
Kalkulus II,Manajemen,3.1,0.6538348415311009,3.0,0.29411764705882354,0.35294117647058826,0.0,1.0,3.1,17,2,4,sangat_sulit,1.0
Kalkulus II,Sistem Informasi,3.435,0.44517885229008336,3.5,0.5,0.1,0.0,0.40000000000000036,3.435,20,3,3,sulit,0.75
Kalkulus II,Teknik Elektro,3.0933333333333333,0.8084081948643331,3.3,0.4,0.4,0.0,1.2000000000000002,3.0933333333333333,15,2,4,sangat_sulit,1.0
Kalkulus II,Teknik Informatika,3.230769230769231,0.43279058712926316,3.0,0.23076923076923078,0.15384615384615385,0.0,0.2999999999999998,3.230769230769231,13,3,3,sulit,0.75
Kalkulus II,Teknik Mesin,3.1999999999999997,0.5791240069144219,3.15,0.35714285714285715,0.2857142857142857,0.0,0.9249999999999998,3.1999999999999997,14,2,4,sangat_sulit,1.0
Kalkulus II,Teknik Sipil,3.3,0.6182412330330469,3.3,0.4,0.2,0.0,0.625,3.3,10,3,3,sulit,0.75
Kalkulus III,Akuntansi,3.375,0.4807664335582961,3.5,0.5,0.16666666666666666,0.0,0.7000000000000002,3.375,12,3,3,sulit,0.75
Kalkulus III,Biologi,3.2600000000000002,0.7198765326236314,3.3,0.4,0.4,0.0,1.2999999999999998,3.2600000000000002,10,2,4,sangat_sulit,1.0
Kalkulus III,Manajemen,3.130769230769231,0.6956826568014751,3.3,0.3076923076923077,0.38461538461538464,0.0,1.0,3.130769230769231,13,2,4,sangat_sulit,1.0
Kalkulus III,Sistem Informasi,2.9785714285714286,0.7556745040319648,3.0,0.21428571428571427,0.35714285714285715,0.0,0.5999999999999996,2.9785714285714286,14,2,4,sangat_sulit,1.0
Kalkulus III,Teknik Elektro,2.9823529411764707,0.7064305469379555,3.0,0.29411764705882354,0.47058823529411764,0.0,1.4000000000000004,2.9823529411764707,17,2,4,sangat_sulit,1.0
Kalkulus III,Teknik Informatika,2.9777777777777774,0.5380004130522992,3.3,0.1111111111111111,0.3333333333333333,0.0,1.0,2.9777777777777774,9,2,4,sangat_sulit,1.0
Kalkulus III,Teknik Mesin,3.1153846153846154,0.6606135454335285,3.0,0.38461538461538464,0.3076923076923077,0.0,1.0,3.1153846153846154,13,2,4,sangat_sulit,1.0
Kalkulus III,Teknik Sipil,3.108333333333333,0.6082139774982506,3.15,0.3333333333333333,0.3333333333333333,0.0,1.1,3.108333333333333,12,2,4,sangat_sulit,1.0
Kecerdasan Buatan,Sistem Informasi,3.245,0.5306153329663094,3.3,0.35,0.2,0.0,0.7000000000000002,3.245,20,3,3,sulit,0.75
Kecerdasan Buatan,Teknik Informatika,3.25,0.7457285773732366,3.7,0.6,0.4,0.0,1.0,3.25,10,4,2,medium,0.5
Kerja Praktik,Akuntansi,3.775,0.3078517943308555,4.0,0.75,0.0,0.0,0.3999999999999999,3.775,12,1,0,sangat_mudah,0.0
Kerja Praktik,Biologi,3.69,0.34785054261852183,3.85,0.6,0.0,0.0,0.7000000000000002,3.69,10,0,1,mudah,0.25
Kerja Praktik,Farmasi,3.7904761904761903,0.2624971655175764,3.7,0.9047619047619048,0.0,0.0,0.2999999999999998,3.7904761904761903,21,1,0,sangat_mudah,0.0
Kerja Praktik,Hukum,3.925,0.13416407864998722,4.0,1.0,0.0,0.0,0.07500000000000018,3.925,16,1,0,sangat_mudah,0.0
Kerja Praktik,Ilmu Komunikasi,3.894444444444444,0.19545489090602206,4.0,0.9444444444444444,0.0,0.0,0.22499999999999964,3.894444444444444,18,1,0,sangat_mudah,0.0
Kerja Praktik,Kedokteran,3.9166666666666665,0.21248885888797825,4.0,0.9166666666666666,0.0,0.0,0.0,3.9166666666666665,12,1,0,sangat_mudah,0.0
Kerja Praktik,Manajemen,3.685714285714286,0.3676477052353724,3.85,0.6428571428571429,0.0,0.0,0.7000000000000002,3.685714285714286,14,0,1,mudah,0.25
Kerja Praktik,Sistem Informasi,3.672222222222222,0.34946270617411523,3.7,0.7222222222222222,0.0,0.0,0.6000000000000001,3.672222222222222,18,0,1,mudah,0.25
Kerja Praktik,Teknik Elektro,3.83125,0.28217902119044924,4.0,0.8125,0.0,0.0,0.2999999999999998,3.83125,16,1,0,sangat_mudah,0.0
Kerja Praktik,Teknik Informatika,3.7399999999999998,0.2716206504995116,3.7,0.8,0.0,0.0,0.2999999999999998,3.7399999999999998,10,1,0,sangat_mudah,0.0
Kerja Praktik,Teknik Mesin,3.753846153846154,0.3098800429612096,3.7,0.8461538461538461,0.0,0.0,0.2999999999999998,3.753846153846154,13,1,0,sangat_mudah,0.0
Kerja Praktik,Teknik Sipil,3.8083333333333336,0.3342789617107607,4.0,0.8333333333333334,0.0,0.0,0.2999999999999998,3.8083333333333336,12,1,0,sangat_mudah,0.0
Kewarganegaraan,Akuntansi,3.8347826086956522,0.2604344196847293,4.0,0.9130434782608695,0.0,0.0,0.2999999999999998,3.8347826086956522,23,1,0,sangat_mudah,0.0
Kewarganegaraan,Biologi,3.8473684210526313,0.27961962467417045,4.0,0.8947368421052632,0.0,0.0,0.2999999999999998,3.8473684210526313,19,1,0,sangat_mudah,0.0
Kewarganegaraan,Farmasi,3.8358974358974356,0.2814316589821815,4.0,0.8974358974358975,0.02564102564102564,0.0,0.2999999999999998,3.8358974358974356,39,1,0,sangat_mudah,0.0
Kewarganegaraan,Hukum,3.9099999999999997,0.13982747990981964,4.0,1.0,0.0,0.0,0.2999999999999998,3.9099999999999997,30,1,0,sangat_mudah,0.0
Kewarganegaraan,Ilmu Komunikasi,3.8736842105263154,0.23787824562989038,4.0,0.9210526315789473,0.0,0.0,0.2999999999999998,3.8736842105263154,38,1,0,sangat_mudah,0.0
Kewarganegaraan,Kedokteran,3.7960000000000003,0.2700000000000001,4.0,0.88,0.0,0.0,0.2999999999999998,3.7960000000000003,25,1,0,sangat_mudah,0.0
Kewarganegaraan,Manajemen,3.8481481481481485,0.21189687326689108,4.0,0.9259259259259259,0.0,0.0,0.2999999999999998,3.8481481481481485,27,1,0,sangat_mudah,0.0
Kewarganegaraan,Sistem Informasi,3.834285714285714,0.26115451493755365,4.0,0.8857142857142857,0.0,0.0,0.2999999999999998,3.834285714285714,35,1,0,sangat_mudah,0.0
Kewarganegaraan,Teknik Elektro,3.8,0.3009787954227303,4.0,0.8,0.0,0.0,0.2999999999999998,3.8,35,1,0,sangat_mudah,0.0
Kewarganegaraan,Teknik Informatika,3.9181818181818184,0.1367526917515655,4.0,1.0,0.0,0.0,0.22499999999999964,3.9181818181818184,22,1,0,sangat_mudah,0.0
Kewarganegaraan,Teknik Mesin,3.792307692307692,0.3071456682723387,4.0,0.8846153846153846,0.038461538461538464,0.0,0.2999999999999998,3.792307692307692,26,1,0,sangat_mudah,0.0
Kewarganegaraan,Teknik Sipil,3.79,0.37402504841535045,4.0,0.85,0.05,0.0,0.2999999999999998,3.79,20,1,0,sangat_mudah,0.0
Kewirausahaan,Akuntansi,3.6625,0.4209848701195391,4.0,0.625,0.041666666666666664,0.0,0.7000000000000002,3.6625,24,0,1,mudah,0.25
Kewirausahaan,Biologi,3.392857142857143,0.49994505192576427,3.5,0.5,0.21428571428571427,0.0,0.7000000000000002,3.392857142857143,14,4,2,medium,0.5
Kewirausahaan,Farmasi,3.65,0.3636730186804199,3.7,0.6875,0.03125,0.0,0.7000000000000002,3.65,32,0,1,mudah,0.25
Kewirausahaan,Hukum,3.787878787878788,0.314997594988414,4.0,0.8787878787878788,0.030303030303030304,0.0,0.2999999999999998,3.787878787878788,33,1,0,sangat_mudah,0.0
Kewirausahaan,Ilmu Komunikasi,3.6697674418604653,0.46112434214073833,4.0,0.7209302325581395,0.09302325581395349,0.0,0.7000000000000002,3.6697674418604653,43,0,1,mudah,0.25
Kewirausahaan,Kedokteran,3.814285714285714,0.3940630841448034,4.0,0.9047619047619048,0.047619047619047616,0.0,0.2999999999999998,3.814285714285714,21,1,0,sangat_mudah,0.0
Kewirausahaan,Manajemen,3.634375,0.41317759596383197,3.7,0.625,0.03125,0.0,0.7000000000000002,3.634375,32,0,1,mudah,0.25
Kewirausahaan,Sistem Informasi,3.728947368421052,0.43365691678949875,4.0,0.7631578947368421,0.07894736842105263,0.0,0.2999999999999998,3.728947368421052,38,1,0,sangat_mudah,0.0
Kewirausahaan,Teknik Elektro,3.770731707317073,0.33484616052675925,4.0,0.8292682926829268,0.024390243902439025,0.0,0.2999999999999998,3.770731707317073,41,1,0,sangat_mudah,0.0
Kewirausahaan,Teknik Informatika,3.710526315789474,0.25580968803238874,3.7,0.7894736842105263,0.0,0.0,0.2999999999999998,3.710526315789474,19,1,0,sangat_mudah,0.0
Kewirausahaan,Teknik Mesin,3.6875,0.43169282557412725,4.0,0.75,0.041666666666666664,0.0,0.3999999999999999,3.6875,24,1,0,sangat_mudah,0.0
Kewirausahaan,Teknik Sipil,3.7047619047619045,0.5142724866023757,4.0,0.8095238095238095,0.09523809523809523,0.0,0.2999999999999998,3.7047619047619045,21,1,0,sangat_mudah,0.0
Kimia Dasar,Biologi,3.4125,0.5718079098038833,3.5,0.5,0.125,0.0,0.5500000000000007,3.4125,8,3,3,sulit,0.75
Kimia Dasar,Farmasi,3.4299999999999997,0.5420234991992603,3.3,0.45,0.2,0.0,0.7750000000000004,3.4299999999999997,20,3,3,sulit,0.75
Kimia Dasar,Kedokteran,3.7,0.35496478698597705,3.7,0.7272727272727273,0.0,0.0,0.5,3.7,11,0,1,mudah,0.25
Kimia Dasar,Sistem Informasi,3.395238095238095,0.5687496729460074,3.7,0.6190476190476191,0.23809523809523808,0.0,0.7000000000000002,3.395238095238095,21,4,2,medium,0.5
